Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,30,79,Erik Carlson,2006 Chevrolet Corvette Z0,BFGoodrich,New Eng,91.771(1),89.238(1),84.170(1),145.991,,,[179],"Meriden, CT",Gfab | Cartuned | Shoreline Coating,,Northeast,64.704,61.907,61.821,(0.034),999,30,AS,79,Erik Carlson,2006 Chevy Corvette Z06,BFGoodrich,145.991,0.814,118.837,0.028,17.600,8519,2006,Chevy Corvette Z06,Erik,Carlson,Meriden,CT,1026
,31,104,Christopher Laprus,2003 Chevrolet Corvette Z0,Bridgestone,Northern N,95.691(3),86.725,83.209,146.022,,,[4],"Fairfield, NJ",TeamZFG/ SJF Performance/Prim,,Northeast,DNF,62.813,63.931(1),(0.031),1001,31,AS,104,Christopher Laprus,2003 Chevy Corvette Z06,Bridgestone,146.022,0.814,118.862,0.022,17.625,8517,2003,Chevy Corvette Z06,Christopher,Laprus,Fairfield,NJ,1028
,32,97,Alex Dalgleish,2013 Chevrolet 427,Bridgestone,Houston,92.153,87.931,82.964,146.082,,,[197],"Magnolia, TX",0 prep racing - Strano Parts,,Southwest,66.333,64.942,63.118,(0.060),1002,32,AS,97,Alex Dalgleish,2013 Chevy 427,Bridgestone,146.082,0.814,118.911,0.049,17.674,8514,2013,Chevy 427,Alex,Dalgleish,Magnolia,TX,1029
,33,186,Chris Harvey,2004 Chevrolet Corvette Z0,Bridgestone,South Ben,88.900,83.518,82.655,146.271,,,[86],"Granger, IN",Tire Rack,,Great Lakes,64.217,64.883(1),63.616,(0.189),1014,33,AS,186,Chris Harvey,2004 Chevy Corvette Z06,Bridgestone,146.271,0.814,119.065,0.031,17.827,8503,2004,Chevy Corvette Z06,Chris,Harvey,Granger,IN,1041
,34,82,Daniel Gross,2010 Chevrolet Corvette,Bridgestone,Washingt,97.480(2),89.735(1),84.472,146.356,,,[182],"Costa Mesa, CA",Stranoparts.com,,Northeast,63.733,62.812,61.884,(0.085),1018,34,AS,82,Daniel Gross,2010 Chevy Corvette,Bridgestone,146.356,0.814,119.134,0.018,17.897,8498,2010,Chevy Corvette,Daniel,Gross,Costa Mesa,CA,1046
,35,114,Chris Deacon,2004 Chevrolet Corvette,Bridgestone,Badlands,89.406(1),84.971,83.184,146.371,,,[14],"Winnipeg, MB",,,Central,73.247(1),63.894,63.187,(0.015),1019,35,AS,114,Chris Deacon,2004 Chevy Corvette,Bridgestone,146.371,0.814,119.146,0.012,17.909,8497,2004,Chevy Corvette,Chris,Deacon,Winnipeg,MB,1048
,36,92,Martin Montagno,2008 Chevrolet Corvette,Bridgestone,St. Louis,107.992(5),92.788,83.423,146.425,,,,"Saint John, MO",Thanks Carla,,Midwest,68.928,65.344,63.002,(0.054),1023,36,AS,92,Martin Montagno,2008 Chevy Corvette,Bridgestone,146.425,0.814,119.190,0.020,17.953,8494,2008,Chevy Corvette,Martin,Montagno,Saint John,MO,1050
,37,96,Hank Wallace,2007 Chevrolet Corvette Z0,BFGoodrich,New Eng,98.495,91.361,83.161,146.566,,,[196],"Framingham, MA",LangMotorsport / Stranoparts,,Northeast,DNF,65.927(1),63.405,(0.141),1026,37,AS,96,Hank Wallace,2007 Chevy Corvette Z06,BFGoodrich,146.566,0.814,119.305,0.019,18.068,8486,2007,Chevy Corvette Z06,Hank,Wallace,Framingham,MA,1056
,38,132,Geoffrey Wolpert,2007 Chevrolet Corvette Z0,BFGoodrich,Susqueha,DNF,85.718,84.070,146.832,,,[32],"Mount Joy, PA",Thanks David!!,,Northeast,71.261(3),DNF,62.762,(0.266),1039,38,AS,132,Geoffrey Wolpert,2007 Chevy Corvette Z06,BFGoodrich,146.832,0.814,119.521,0.012,18.284,8470,2007,Chevy Corvette Z06,Geoffrey,Wolpert,Mount Joy,PA,1063
,39,195,Yury Kholondyrev,2018 Porsche Cayman,Bridgestone,New York,98.191(3),88.337(2),84.844,147.022,,,[95],"Bronxville, NY",,,Northeast,76.206(1),62.308,62.178,(0.190),1044,39,AS,195,Yury Kholondyrev,2018 Porsche Cayman,Bridgestone,147.022,0.814,119.676,0.021,18.439,8459,2018,Porsche Cayman,Yury,Kholondyrev,Bronxville,NY,1069
,40,174,Nathan Young,2001 Chevrolet Corvette,Multi,Philadelp,89.936,86.105,84.226,147.112,,,[74],"West Chester, PA",Karcepts | MotoEast | SJF Performa,,Northeast,66.808(1),63.705,62.886,(0.090),1047,40,AS,174,Nathan Young,2001 Chevy Corvette,Continental,147.112,0.814,119.749,0.052,18.512,8454,2001,Chevy Corvette,Nathan,Young,West Chester,PA,1073
,41,14,Tim Robinson,2004 Chevrolet Corvette Z0,Bridgestone,Badlands,96.198(3),86.792,83.828,147.574,,,[114],"Winnipeg, MB",I like wine,,Central,68.148,64.996,63.746,(0.462),1063,41,AS,14,Tim Robinson,2004 Chevy Corvette Z06,Bridgestone,147.574,0.814,120.125,0.016,18.888,8428,2004,Chevy Corvette Z06,Tim,Robinson,Winnipeg,MB,1092
,42,117,Bryan Hertweck,2011 Chevrolet Corvette Gr,BFGoodrich,Blue Ridg,94.483(1),90.513,84.015,147.866,,,[17],"Moneta, VA",,,Southeast,67.266,65.682,63.851,(0.292),1073,42,AS,117,Bryan Hertweck,2011 Chevy Corvette GS,BFGoodrich,147.866,0.814,120.363,0.007,19.126,8411,2011,Chevy Corvette GS,Bryan,Hertweck,Moneta,VA,1102
,43,177,Nathan Atkins,2003 Chevrolet Corvette Z0,Multi,Washingt,88.810,89.824(2),85.723(1),147.901,,,[77],"Bel Air, MD",,,Northeast,65.030(1),62.178,63.892(1),(0.035),1076,43,AS,177,Nathan Atkins,2003 Chevy Corvette Z06,BFGoodrich,147.901,0.814,120.391,0.009,19.154,8409,2003,Chevy Corvette Z06,Nathan,Atkins,Bel Air,MD,1103
,44,32,Eric Peachey,2007 Chevrolet Corvette Z0,BFGoodrich,Susqueha,100.859(3),91.563(1),84.801,148.046,,,[132],"Manheim, PA",The Circuit Podcast,,Northeast,68.011(1),67.834(2),63.245,(0.145),1083,44,AS,32,Eric Peachey,2007 Chevy Corvette Z06,BFGoodrich,148.046,0.814,120.509,0.011,19.272,8401,2007,Chevy Corvette Z06,Eric,Peachey,Manheim,PA,1110
,45,85,Brian Regganie,2002 Chevrolet Z06,Bridgestone,Chicago,97.399,89.490,84.866,148.403,,,[185],"Joliet, IL",,,Central,66.952,64.376,63.537,(0.357),1091,45,AS,85,Brian Regganie,2002 Chevy Z06,Bridgestone,148.403,0.814,120.800,0.033,19.563,8381,2002,Chevy Z06,Brian,Regganie,Joliet,IL,1124
,46,53,David White,2006 Chevrolet corvette z06,BFGoodrich,New Eng,DNF,DNF,87.700(1),148.428,,,[153],"Rutland, MA",g-fab,,Northeast,64.955,62.598,60.728,(0.025),1093,46,AS,53,David White,2006 Chevy Corvette Z06,BFGoodrich,148.428,0.814,120.820,0.011,19.583,8379,2006,Chevy Corvette Z06,David,White,Rutland,MA,1126
,47,70,Dan Simms,2009 Chevrolet Corvette Z0,BFGoodrich,Chicago,94.148(1),DNF,85.094,148.727,,,,"Villa Park, IL",BOR!!!!!! Racing|AASS|BDR Fan,,Central,69.862(2),63.633,63.895(1),(0.299),1097,47,AS,70,Dan Simms,2009 Chevy Corvette Z06,BFGoodrich,148.727,0.814,121.064,0.015,19.827,8362,2009,Chevy Corvette Z06,Dan,Simms,Villa Park,IL,1139
,48,93,Frank Finks,2003 Chevrolet Corvette Z0,Bridgestone*,Kansas C,DNF,87.596,84.030,149.023,M,,,"Overland Park, KS",,,Midwest,DNF,66.975,64.993,(0.296),1106,48,AS,93,Frank Finks,2003 Chevy Corvette Z06,Bridgestone,149.023,0.814,121.305,0.028,20.068,8346,2003,Chevy Corvette Z06,Frank,Finks,Overland Park,KS,1148
,49,151,Jim Fossum,2003 Chevrolet C5Z,Bridgestone,Atlanta,92.824(1),90.994(2),85.879,149.432,,,[51],"Greer, SC",Ultraclutch,,Southeast,66.992(1),65.356(1),63.553,(0.409),1119,49,AS,151,Jim Fossum,2003 Chevy C5Z,Bridgestone,149.432,0.814,121.638,0.016,20.400,8323,2003,Chevy C5Z,Jim,Fossum,Greer,SC,1162
,50,74,Max Wolfinger,2001 Chevrolet Corvette Z0,Multi,Philadelp,96.134(1),87.085,84.730,149.659,,,[174],"Jackson, Nj",Thanks Nate!,,Northeast,66.083,66.177(1),64.929(1),(0.227),1127,50,AS,74,Max Wolfinger,2001 Chevy Corvette Z06,Continental,149.659,0.814,121.822,0.006,20.585,8310,2001,Chevy Corvette Z06,Max,Wolfinger,Jackson,Nj,1170
,51,188,Ken Pike,2003 Chevrolet Corvette Z0,BFGoodrich,Colorado,93.558(1),86.493,86.063,150.157,,,[88],"Thornton, CO",,,Rocky Moun,67.719,65.599,64.094,(0.498),1140,51,AS,188,Ken Pike,2003 Chevy Corvette Z06,BFGoodrich,150.157,0.814,122.228,0.081,20.991,8283,2003,Chevy Corvette Z06,Ken,Pike,Thornton,CO,1177
,52,80,Tom Pora,2003 Chevrolet Corvette Z0,Bridgestone,Colorado,95.919,89.152,84.713,150.365,M,,,"Mead, CO",,,Rocky Moun,74.579,66.436,65.652,(0.208),1146,52,AS,80,Tom Pora,2003 Chevy Corvette Z06,Bridgestone,150.365,0.814,122.397,0.041,21.160,8271,2003,Chevy Corvette Z06,Tom,Pora,Mead,CO,1182
,53,37,James Wilson,2011 Porsche Cayman S,Bridgestone*,Rio Grand,99.100(1),94.838,87.409,150.665,,,,"Albuquerque, NM",,,Southwest,67.462,64.359,63.256,(0.300),1154,53,AS,37,James Wilson,2011 Porsche Cayman S,Bridgestone,150.665,0.814,122.641,0.099,21.404,8255,2011,Porsche Cayman S,James,Wilson,Albuquerque,NM,1189
,54,65,David Finchum,2004 Chevrolet Corvette Z0,Bridgestone,Chicago,93.778(1),88.638,85.871(1),150.783,,,,"Bolingbrook, IL",BOR!!!!!! Racing | Alan Au Speeds,,Central,66.697,65.759,64.912,(0.118),1159,54,AS,65,David Finchum,2004 Chevy Corvette Z06,Bridgestone,150.783,0.814,122.737,0.008,21.500,8248,2004,Chevy Corvette Z06,David,Finchum,Bolingbrook,IL,1193
,55,185,Bea Regganie,2002 Chevrolet Z06,Bridgestone,Chicago,93.781,88.661,87.059(1),151.178,,,[85],"Joliet, IL",,,Central,DNF,65.727,64.119,(0.395),1171,55,AS,185,Bea Regganie,2002 Chevy Z06,Bridgestone,151.178,0.814,123.059,0.003,21.822,8227,2002,Chevy Z06,Bea,Regganie,Joliet,IL,1203
,56,153,Justin Lau,2006 Chevrolet Corvette Z0,BFGoodrich,New Eng,100.090(1),91.421,87.966,151.441,,,[53],"Fairfield, CT",G-Fab,,Northeast,65.232,65.669(1),63.475,(0.263),1178,56,AS,153,Justin Lau,2006 Chevy Corvette Z06,BFGoodrich,151.441,0.814,123.273,0.010,22.036,8212,2006,Chevy Corvette Z06,Justin,Lau,Fairfield,CT,1206
,57,73,Zach Driver,2007 Chevrolet Corvette Z0,BFGoodrich,Houston,92.742,94.925,88.586(2),152.047,,,[173],"Houston, TX",TAMSCC,,Southwest,66.176,65.040,63.461,(0.606),1192,57,AS,73,Zach Driver,2007 Chevy Corvette Z06,BFGoodrich,152.047,0.814,123.766,0.043,22.529,8180,2007,Chevy Corvette Z06,Zach,Driver,Houston,TX,1217
,58,87,Tina Moreau,2002 Chevrolet Corvette Z0,Multi,New Eng,101.623(1),87.842,82.835,153.973,,,[187],"Waltham, MA",Big Budget Racing,,Northeast,DNF,71.138,DNF,(1.926),1221,58,AS,87,Tina Moreau,2002 Chevy Corvette Z06,Continental,153.973,0.814,125.334,0.106,24.097,8077,2002,Chevy Corvette Z06,Tina,Moreau,Waltham,MA,1257
,59,44,John Foesch,2004 Chevrolet Corvette Z0,Bridgestone,Milwauke,94.939,DNF,88.330,154.354,M,,[144],"Oconomowoc, WI",Big Bear Tire,,Central,DNF,68.252,66.024,(0.381),1225,59,AS,44,John Foesch,2004 Chevy Corvette Z06,Bridgestone,154.354,0.814,125.644,0.088,24.407,8057,2004,Chevy Corvette Z06,John,Foesch,Oconomowoc,WI,1264
,60,42,Aaron Botnick,2008 Chevrolet Corvette Z5,Hankook*,Colorado,96.738,89.681,86.275,154.408,,,,"Arvada, CO",,,Rocky Moun,73.382,68.133,DNS,(0.054),1227,60,AS,42,Aaron Botnick,2008 Chevy Corvette Z5,Hankook,154.408,0.814,125.688,0.005,24.451,8055,2008,Chevy Corvette Z5,Aaron,Botnick,Arvada,CO,1267
,61,88,Kevin Youngers,2003 Chevrolet Corvette,BFGoodrich,Colorado,114.700(5),94.474,90.547(1),156.511,,,[188],"Greeley, CO",Youngers Insights,,Rocky Moun,70.292(1),66.587,65.964,(2.103),1250,61,AS,88,Kevin Youngers,2003 Chevy Corvette,BFGoodrich,156.511,0.814,127.400,0.096,26.163,7946,2003,Chevy Corvette,Kevin,Youngers,Greeley,CO,1289
,62,55,Frank Putman,2001 Chevrolet Corvette Z0,BFGoodrich,Detroit,100.558(1),93.780,88.862,157.958,M,,,"Tecumseh, MI",Red Barn Racing,,Great Lakes,76.676,70.482,69.096,(1.447),1270,62,AS,55,Frank Putman,2001 Chevy Corvette Z06,BFGoodrich,157.958,0.814,128.578,0.047,27.341,7874,2001,Chevy Corvette Z06,Frank,Putman,Tecumseh,MI,1300
,63,77,Nicholas Yanchik,2003 Chevrolet Corvette Z0,Multi,Washingt,95.510(1),92.479,89.764,159.072,,,[177],"Severn, MD",Second Gear Racing,,Northeast,DNF,74.108(2),69.308,(1.114),1279,63,AS,77,Nicholas Yanchik,2003 Chevy Corvette Z06,BFGoodrich,159.072,0.814,129.485,0.014,28.247,7818,2003,Chevy Corvette Z06,Nicholas,Yanchik,Severn,MD,1307
,64,91,Nick Barbato,2004 Chevrolet Corvette Z0,Bridgestone*,New Eng,94.522,DNF,DNF,No Time,,,,"Wallingford, CT",,,Northeast,DNS,DNS,DNS,,1348,64,AS,91,Nick Barbato,2004 Chevy Corvette Z06,Bridgestone,No Time,0.814,999.999,––,––,––,2004,Chevy Corvette Z06,Nick,Barbato,Wallingford,CT,
T,1,87,Jessy Gauthier,2017 Porsche Cayman,Bridgestone,Northwest,81.413,79.953,80.096,143.652,,,,"Kirkland, WA",,,NorPac,67.847(2),63.699,64.371,,853,1,ASL,87,Jessy Gauthier,2017 Porsche Cayman,Bridgestone,143.652,0.814,116.933,0.000,15.696,8658,2017,Porsche Cayman,Jessy,Gauthier,Kirkland,WA,913
T,2,99,Lana Tsurikova,2007 Chevrolet Corvette Z0,Multi,New Eng,86.897,85.182(1),81.528,144.901,,,,"Framingham, MA",LangMotorsport / Stranoparts,,Northeast,75.207(2),64.407,63.373,(1.249),934,2,ASL,99,Lana Tsurikova,2007 Chevy Corvette Z06,Continental,144.901,0.814,117.949,0.029,16.712,8583,2007,Chevy Corvette Z06,Lana,Tsurikova,Framingham,MA,980
,3,92,Carla Russo,2002 Chevrolet Corvette Z0,Bridgestone,St. Louis,86.124(2),81.373,82.463,146.195,,,,"Hazelwood, MO",,,Midwest,65.244,65.135,64.822,(1.294),1010,3,ASL,92,Carla Russo,2002 Chevy Corvette Z06,Bridgestone,146.195,0.814,119.003,0.030,17.766,8507,2002,Chevy Corvette Z06,Carla,Russo,Hazelwood,MO,1035
,4,82,Sara Odioso,2010 Chevrolet Corvette GS,Multi,California,82.428,81.891,82.960,146.617,,,,"San Diego, CA",StranoParts,,Southwest,67.546,65.577,64.726,(0.422),1028,4,ASL,82,Sara Odioso,2010 Chevy Corvette GS,Continental,146.617,0.814,119.346,0.011,18.109,8483,2010,Chevy Corvette GS,Sara,Odioso,San Diego,CA,1058
T,1,80,Jeremy Foley,2011 BMW 1M,Bridgestone,Texas,61.327,61.865,61.866,130.508,,,[180],"Carrollton, TX",,,Southwest,70.114,69.181,77.553(1),,62,1,BS,80,Jeremy Foley,2011 BMW 1M,Bridgestone,130.508,0.808,105.450,0.010,4.213,9600,2011,BMW 1M,Jeremy,Foley,Carrollton,TX,233
T,2,87,Doug Rowse,2016 BMW M2,Bridgestone,Arizona,63.781(1),61.954,61.860,130.514,,,[187],"Phoenix, AZ",Evoschool.com,,SoPac,68.654,71.778(2),75.751,(0.006),63,2,BS,87,Doug Rowse,2016 BMW M2,Bridgestone,130.514,0.808,105.455,0.005,4.218,9600,2016,BMW M2,Doug,Rowse,Phoenix,AZ,234
T,3,76,Eric Campbell,2017 BMW M2,Bridgestone*,Ohio Val,61.873,62.328,61.999,131.596,,,[176],"Canal Winchester, OH",Campbell Restoration,,Great Lakes,69.723,70.097,78.517,(1.082),101,3,BS,76,Eric Campbell,2017 BMW M2,Bridgestone,131.596,0.808,106.330,0.018,5.092,9521,2017,BMW M2,Eric,Campbell,Canal Winchester,OH,282
T,4,98,Justin Moore,2006 Porsche Cayman s,Bridgestone,San Franc,DNF,61.621,62.257,132.048,,,[198],"San Jose, CA",Wife,,NorPac,72.153(1),70.427,76.234,(0.452),133,4,BS,98,Justin Moore,2006 Porsche Cayman S,Bridgestone,132.048,0.808,106.695,0.005,5.458,9488,2006,Porsche Cayman S,Justin,Moore,San Jose,CA,305
T,5,176,Alex Shchipkov,2017 BMW M2,Bridgestone*,Mohawk-,62.799,62.021,62.473,132.063,,,[76],"Clifton Park, NY",518IT.io,,Northeast,70.042,82.786(4),77.036,(0.015),134,5,BS,176,Alex Shchipkov,2017 BMW M2,Bridgestone,132.063,0.808,106.707,0.012,5.470,9487,2017,BMW M2,Alex,Shchipkov,Clifton Park,NY,307
T,6,169,Dan Bullis,1999 Chevrolet C5 FRC,Bridgestone,Oregon,62.501,62.239,65.886(2),132.331,,,[69],"Vancouver, WA",Sins Performance/ Strano Parts,,NorPac,70.092,74.373,76.445,(0.268),148,6,BS,169,Dan Bullis,1999 Chevy C5 FRC,Bridgestone,132.331,0.808,106.923,0.002,5.686,9468,1999,Chevy C5 FRC,Dan,Bullis,Vancouver,WA,316
T,7,139,Chris Carris,2018 Ford Blurry RS,Bridgestone,Old Domi,64.566(1),62.420,62.953,132.562,,,[39],"Virginia Beach, VA",MMAI,,Southeast,70.142,71.779,74.025,(0.231),162,7,BS,139,Chris Carris,2018 Ford Blurry RS,Bridgestone,132.562,0.808,107.110,0.010,5.873,9452,2018,Ford Blurry RS,Chris,Carris,Virginia Beach,VA,329
T,8,94,Steven Umholtz,2016 Ford Focus RS,Bridgestone,Nebraska,62.620,63.015,65.334(1),133.369,,,,"Lincoln, NE",,,Midwest,70.749,71.811,75.485,(0.807),202,8,BS,94,Steven Umholtz,2016 Ford Focus RS,Bridgestone,133.369,0.808,107.762,0.020,6.525,9394,2016,Ford Focus RS,Steven,Umholtz,Lincoln,NE,370
T,9,99,Edward Fisher,2000 Chevrolet Corvette,Bridgestone,Tennessee,64.443,62.384,63.696,133.617,M,,[199],"Huntsville, AL",,,Southeast,72.575,71.233,83.361(2),(0.248),216,9,BS,99,Edward Fisher,2000 Chevy Corvette,Bridgestone,133.617,0.808,107.963,0.015,6.725,9377,2000,Chevy Corvette,Edward,Fisher,Huntsville,AL,380
T,10,9,Chris Kavka,2016 Ford Focus RS,Bridgestone,Steel Citi,63.902,64.498,63.437,134.155,,,[109],"Pittsburgh, PA",,,Northeast,71.215,70.718,76.964,(0.538),248,10,BS,9,Chris Kavka,2016 Ford Focus RS,Bridgestone,134.155,0.808,108.397,0.009,7.160,9339,2016,Ford Focus RS,Chris,Kavka,Pittsburgh,PA,411
T,11,1,Kevin Kent,2005 Honda S2000,BFGoodrich,Indianapo,63.475,63.285,63.059,134.659,,,,"Indianapolis, IN",Wiki Wiki Racing,Honda,Great Lakes,71.600,73.716,77.318,(0.504),292,11,BS,1,Kevin Kent,2005 Honda S2000,BFGoodrich,134.659,0.808,108.804,0.005,7.567,9305,2005,Honda S2000,Kevin,Kent,Indianapolis,IN,444
,12,135,Rachel Baker,2008 Porsche Cayman S,Bridgestone,New Eng,64.767(1),63.053,64.767(1),134.683,,,[35],"Shirley, MA",#WeRaceAsEquals,,Northeast,71.630(1),72.260,75.015,(0.024),295,12,BS,135,Rachel Baker,2008 Porsche Cayman S,Bridgestone,134.683,0.808,108.824,0.007,7.587,9303,2008,Porsche Cayman S,Rachel,Baker,Shirley,MA,445
,13,180,Kerry Emmert,2011 BMW 1M,Bridgestone,Arkansas,DNF,65.228(1),63.252,134.727,,,[80],"Sherwood, AR",THATS RIGHT RACING,,Midwest,71.475,76.767,78.385,(0.044),301,13,BS,180,Kerry Emmert,2011 BMW 1M,Bridgestone,134.727,0.808,108.859,0.001,7.622,9300,2011,BMW 1M,Kerry,Emmert,Sherwood,AR,448
,14,35,Donour Sizemore,2008 Porsche Cayman S,Bridgestone,Rio Grand,63.553,63.202,63.433,134.759,,,[135],"New York City, NY",Thanking Rachel Racing,,Rocky Moun,71.631,71.557,78.675,(0.032),302,14,BS,35,Donour Sizemore,2008 Porsche Cayman S,Bridgestone,134.759,0.808,108.885,0.026,7.648,9298,2008,Porsche Cayman S,Donour,Sizemore,New York City,NY,450
,15,97,Jerry Centanni,1999 Chevrolet Corvette,Bridgestone,Lone Star,68.496(3),62.855,62.822,135.135,,,,"Austin, TX",Road Trip Racing Team,,Southwest,79.596(4),72.313,76.383,(0.376),328,15,BS,97,Jerry Centanni,1999 Chevy Corvette,Bridgestone,135.135,0.808,109.189,0.005,7.952,9272,1999,Chevy Corvette,Jerry,Centanni,Austin,TX,470
,16,91,Jason Kuks,2006 Honda S2000,Bridgestone,Milwauke,65.175(1),63.719,63.542,135.434,,,,"Milwaukee, WI",Thank goodness for Bad Aim Raci,,Central,71.892,73.019(1),80.324,(0.299),353,16,BS,91,Jason Kuks,2006 Honda S2000,Bridgestone,135.434,0.808,109.431,0.006,8.194,9251,2006,Honda S2000,Jason,Kuks,Milwaukee,WI,494
,17,93,Alan Eisenreich,2016 Audi S3,Bridgestone,Steel Citi,64.893(1),69.068(3),63.948,135.601,,,,"Wexford, PA",Joykiller Racing,,Northeast,71.653,73.348(1),76.448,(0.167),364,17,BS,93,Alan Eisenreich,2016 Audi S3,Bridgestone,135.601,0.808,109.566,0.009,8.328,9240,2016,Audi S3,Alan,Eisenreich,Wexford,PA,503
,18,5,Chris Wheelock,2000 Chevrolet Corvette,Bridgestone,Texas,65.598,63.823,65.259(1),135.810,,,[51],"Fort Worth,",,,Southwest,72.481,71.987,78.193,(0.209),377,18,BS,5,Chris Wheelock,2000 Chevy Corvette,Bridgestone,135.810,0.808,109.734,0.002,8.497,9226,2000,Chevy Corvette,Chris,Wheelock,Fort Worth,,509
,19,66,Nigel Fenwick,2017 BMW M2,Bridgestone,New Eng,64.463,63.668,65.615(1),136.096,,,,"Duxbury, MA",Conehenge.com,,Northeast,75.769(1),72.428,77.508,(0.286),397,19,BS,66,Nigel Fenwick,2017 BMW M2,Bridgestone,136.096,0.808,109.966,0.016,8.728,9206,2017,BMW M2,Nigel,Fenwick,Duxbury,MA,525
,20,198,Sebastian Rios,2006 Porsche Cayman S,Bridgestone*,California,62.050,61.694,62.587,136.251,,,[98],"Corona, CA",ProParts USA,,SoPac,74.557(2),75.234,85.098,(0.155),407,20,BS,198,Sebastian Rios,2006 Porsche Cayman S,Bridgestone,136.251,0.808,110.091,0.015,8.854,9196,2006,Porsche Cayman S,Sebastian,Rios,Corona,CA,532
,21,30,Jason Froehlich,2002 Chevrolet Corvette,Bridgestone,Milwauke,65.051,64.567,64.310,136.335,,,,"West Allis, WI",,,Central,72.467,72.025,79.436(1),(0.084),414,21,BS,30,Jason Froehlich,2002 Chevy Corvette,Bridgestone,136.335,0.808,110.159,0.024,8.922,9190,2002,Chevy Corvette,Jason,Froehlich,West Allis,WI,538
,22,67,Mat Beck,2000 Chevrolet Corvette,Bridgestone,Lone Star,63.809,63.619,63.761,136.649,,,[167],"Austin, TX",Hangover Racing Team | RTRT,,Southwest,73.030,75.498(1),84.323,(0.314),438,22,BS,67,Mat Beck,2000 Chevy Corvette,Bridgestone,136.649,0.808,110.412,0.009,9.175,9169,2000,Chevy Corvette,Mat,Beck,Austin,TX,568
,23,22,Alan Hamson,2006 Honda S2000,Bridgestone,Indianapo,68.643(2),71.236,64.460,136.672,,,,"Greenwood, IN",HomesForRacers.com,Honda*,Great Lakes,73.264,72.212,77.173,(0.023),439,23,BS,22,Alan Hamson,2006 Honda S2000,Bridgestone,136.672,0.808,110.431,0.019,9.194,9167,2006,Honda S2000,Alan,Hamson,Greenwood,IN,569
,24,188,Brian Kelly,2014 Nissan 370Z,Bridgestone,Colorado,63.648,63.934,64.409,136.672,,,[88],"Westminster, CO",,,Rocky Moun,73.024,78.355,82.273(1),,439,24,BS,188,Brian Kelly,2014 Nissan 370Z,Bridgestone,136.672,0.808,110.431,0.000,9.194,9167,2014,Nissan 370Z,Brian,Kelly,Westminster,CO,570
,25,39,Gabe Hanohano,2017 Ford Focus RS,Bridgestone,Hawaii,65.618(1),64.372,65.109(1),137.011,,,[139],"Honolulu, HI",,,Southwest,72.639,73.375(1),77.289(1),(0.339),460,25,BS,39,Gabe Hanohano,2017 Ford Focus RS,Bridgestone,137.011,0.808,110.705,0.006,9.468,9145,2017,Ford Focus RS,Gabe,Hanohano,Honolulu,HI,588
,26,187,Jason Bucki,2016 BMW M2,Bridgestone,Arizona,64.870(1),62.406,63.026,137.190,,,[87],"Phoenix, AZ",,,SoPac,74.784(2),74.927,76.919,(0.179),472,26,BS,187,Jason Bucki,2016 BMW M2,Bridgestone,137.190,0.808,110.850,0.028,9.612,9133,2016,BMW M2,Jason,Bucki,Phoenix,AZ,602
,27,69,Jake Hartough,1999 Chevrolet Corvette,Bridgestone,,,66.289(1),67.209(1),137.380,,,[169],"Portland, OR",Sins Performance,,NorPac,74.200,74.170,DNF,(0.190),480,27,BS,69,Jake Hartough,1999 Chevy Corvette,Bridgestone,137.380,0.808,111.003,0.044,9.766,9120,1999,Chevy Corvette,Jake,Hartough,Portland,OR,612
,28,61,Desmond Au,2018 Ford Focus RS,Bridgestone,Montana,65.444(1),65.240,64.148,137.496,,,[161],"Winter Garden, FL",,,Southeast,73.348(1),84.647(6),DNF,(0.116),485,28,BS,61,Desmond Au,2018 Ford Focus RS,Bridgestone,137.496,0.808,111.097,0.006,9.860,9113,2018,Ford Focus RS,Desmond,Au,Winter Garden,FL,622
,29,88,Brendan Sobers,2014 Nissan 370Z,Bridgestone,Colorado,66.639,66.357(1),64.316,137.836,,,[188],"broomfield, CO",,,Rocky Moun,75.887(1),73.520,79.746,(0.340),507,29,BS,88,Brendan Sobers,2014 Nissan 370Z,Bridgestone,137.836,0.808,111.371,0.024,10.134,9090,2014,Nissan 370Z,Brendan,Sobers,broomfield,CO,638
,30,27,Russell Boylan,2018 BMW M2,Bridgestone,Kansas C,65.855(1),65.798(1),65.559(1),138.234,,,[127],"gardner, KS",,,Midwest,75.388,72.675,78.887,(0.398),528,30,BS,27,Russell Boylan,2018 BMW M2,Bridgestone,138.234,0.808,111.693,0.015,10.456,9064,2018,BMW M2,Russell,Boylan,gardner,KS,660
,31,43,J Scott Moller,2017 Ford Focus RS,Bridgestone,Finger Lak,65.806,65.755,64.755,138.721,,,,"Penfield, NY",,,Northeast,74.100,73.966,80.826(1),(0.487),550,31,BS,43,J Scott Moller,2017 Ford Focus RS,Bridgestone,138.721,0.808,112.087,0.011,10.849,9032,2017,Ford Focus RS,J Scott,Moller,Penfield,NY,690
