Trophy,Class Position,Car Number,Driver Name,Car Model,Tire Mfg,Region,Run 1,Run 2,Run 3,Total Time,Medal,(blank),Codriver Car Number,Driver Town,Sponsor,(unknown),Division,Run 4,Run 5,Run 6,Diff Behind Next Fastest in Class,Rank PAX,Class Position,Class,Car Number,Driver Name,Car Model,Tire Mfg,Total Time,PAX Factor,PAX Time,Diff Behind Next Fastest PAX,Diff Behind 1st Place PAX,RTP Points,Car Year,Car Model,First Name,Last Name,City,State,Rank Overall
,37,68,Aaron Breitbach,2003 Chevrolet Corvette Z0,Bridgestone,Iowa,64.736,63.187,63.436,121.636,,,[168],"Denver, IA",Ape Latex Racing / Ron,,Central,62.273(2),58.449,62.448(2),(0.090),747,37,AS,68,Aaron Breitbach,2003 Chevy Corvette Z06,Bridgestone,121.636,0.819,99.620,0.001,8.137,9183,2003,Chevy Corvette Z06,Aaron,Breitbach,Denver,IA,804
,38,28,Kamran Bakhtian,2007 Chevrolet Corvette Z0,BFGoodrich,Washingt,63.491,63.305,65.040(1),121.663,,,[128],"Washington, DC",Casey Design / Karcepts,,Southeast,60.611(1),59.183,58.358,(0.027),749,38,AS,28,Kamran Bakhtian,2007 Chevy Corvette Z06,BFGoodrich,121.663,0.819,99.642,0.012,8.159,9181,2007,Chevy Corvette Z06,Kamran,Bakhtian,Washington,DC,805
,39,151,Michael Cobb,2017 Chevrolet Camaro 1L,Bridgestone,Texas,64.081,64.093,63.459,121.997,,,[51],"Colleyville, TX",,,Southwest,58.674,58.538,58.544,(0.334),772,39,AS,151,Michael Cobb,2017 Chevy Camaro 1LE,Bridgestone,121.997,0.819,99.916,0.003,8.432,9156,2017,Chevy Camaro 1LE,Michael,Cobb,Colleyville,TX,836
,40,85,James King,2004 Chevrolet Corvette Z0,BFGoodrich,Kansas C,64.303,63.881,65.552(1),122.084,,,,"Liberty, Mo",,,Midwest,59.841,58.203,58.802,(0.087),780,40,AS,85,James King,2004 Chevy Corvette Z06,BFGoodrich,122.084,0.819,99.987,0.001,8.503,9150,2004,Chevy Corvette Z06,James,King,Liberty,Mo,841
,41,81,Tom Pora,2003 Chevrolet Corvette Z0,Bridgestone,Colorado,64.028,64.108,63.099,122.362,M,,,"Mead, CO",,,Rocky Moun,62.045(1),60.244,59.263,(0.278),802,41,AS,81,Tom Pora,2003 Chevy Corvette Z06,Bridgestone,122.362,0.819,100.214,0.017,8.731,9129,2003,Chevy Corvette Z06,Tom,Pora,Mead,CO,865
,42,189,Jennifer Merideth,2016 Ford Mustang GT350,Bridgestone,Detroit,66.723(1),64.036,66.080(1),122.637,,,[89],"Westland, MI",MEM Consulting,,Great Lakes,59.970,58.601,60.784(1),(0.275),824,42,AS,189,Jennifer Merideth,2016 Ford Mustang GT350,Bridgestone,122.637,0.819,100.440,0.004,8.956,9108,2016,Ford Mustang GT350,Jennifer,Merideth,Westland,MI,885
,43,77,Michael Rockford,2015 Chevrolet Corvette,Bridgestone,Arizona,64.217,63.900,64.000,122.657,,,,"Chandler, AZ",,,Southwest,59.329,58.933,58.757,(0.020),826,43,AS,77,Michael Rockford,2015 Chevy Corvette,Bridgestone,122.657,0.819,100.456,0.001,8.973,9107,2015,Chevy Corvette,Michael,Rockford,Chandler,AZ,886
,44,89,Marcus Merideth,2016 Ford Mustang GT350,Bridgestone,Detroit,67.472(2),64.347,66.057(1),122.935,,,[189],"Westland, MI",MEM Consulting,,Great Lakes,58.588,DNF,62.701(1),(0.278),848,44,AS,89,Marcus Merideth,2016 Ford Mustang GT350,Bridgestone,122.935,0.819,100.684,0.016,9.200,9086,2016,Ford Mustang GT350,Marcus,Merideth,Westland,MI,905
,45,72,Andrew Francis,2004 Chevrolet Corvette Z0,BFGoodrich,Chicago,65.126(1),67.083(2),64.524,123.304,,,,"Palatine, IL",BOR!!!!!! Racing,,Central,61.304(1),59.868,58.780,(0.369),881,45,AS,72,Andrew Francis,2004 Chevy Corvette Z06,BFGoodrich,123.304,0.819,100.986,0.004,9.503,9059,2004,Chevy Corvette Z06,Andrew,Francis,Palatine,IL,927
,46,168,Ron McManus,2003 Chevrolet Corvette Z0,Bridgestone,Iowa,67.196(2),65.379(1),70.376(4),123.310,,,[68],"Wappapello, MO",Ape Latex Racing / Me,,Midwest,59.384,60.447(1),57.931,(0.006),882,46,AS,168,Ron McManus,2003 Chevy Corvette Z06,Bridgestone,123.310,0.819,100.991,0.005,9.508,9059,2003,Chevy Corvette Z06,Ron,McManus,Wappapello,MO,928
,47,169,Christopher Heinzen,2014 Chevrolet Camaro Z/2,Bridgestone,Detroit,64.673,66.667(1),65.572,123.396,,,[69],"Lake Orion, MI",Careers.gm.com,,Great Lakes,60.558,58.723,61.249(1),(0.086),893,47,AS,169,Christopher Heinzen,2014 Chevy Camaro Z/28,Bridgestone,123.396,0.819,101.061,0.005,9.578,9052,2014,Chevy Camaro Z/28,Christopher,Heinzen,Lake Orion,MI,933
,48,69,Marcellus Smith,2014 Chevrolet Camaro Z/2,Bridgestone,Detroit,DNF,70.670(3),65.239(1),124.621,,,[169],"Northville, MI",www.careers.gm.com,,Great Lakes,74.678(3),62.494(2),59.382,(1.225),982,48,AS,69,Marcellus Smith,2014 Chevy Camaro Z/28,Bridgestone,124.621,0.819,102.065,0.014,10.581,8963,2014,Chevy Camaro Z/28,Marcellus,Smith,Northville,MI,1011
,49,142,Martin Montagno,2002 Chevy Corvette Z06,Bridgestone,St. Louis,DNF,66.213,65.824,125.508,,,[42],"Saint John, MO",none,,Midwest,59.684,60.189,60.522(1),(0.887),1041,49,AS,142,Martin Montagno,2002 Chevy Corvette Z06,Bridgestone,125.508,0.819,102.791,0.002,11.308,8900,2002,Chevy Corvette Z06,Martin,Montagno,Saint John,MO,1059
,50,126,Christian Retterer,2007 Chevrolet Corvette Z0,BFGoodrich,Atlanta,67.056(1),66.567,65.344,126.652,,,[26],"Hampton, GA",RaceFriv,,Southeast,62.019,61.875,61.308,(1.144),1089,50,AS,126,Christian Retterer,2007 Chevy Corvette Z06,BFGoodrich,126.652,0.819,103.728,0.088,12.245,8820,2007,Chevy Corvette Z06,Christian,Retterer,Hampton,GA,1104
,51,44,John Foesch,2004 Chevrolet Corvette Z0,Bridgestone,Milwauke,66.581,66.928,65.304,126.658,,,[144],"Oconomowoc, WI",Big Bear Tire,,Central,64.492(1),62.953,61.354,(0.006),1091,51,AS,44,John Foesch,2004 Chevy Corvette Z06,Bridgestone,126.658,0.819,103.733,0.005,12.250,8819,2004,Chevy Corvette Z06,John,Foesch,Oconomowoc,WI,1105
,52,97,Andy Seipos,2016 Chevrolet Corvette Z5,Bridgestone,Chicago,84.484(6),73.556(5),73.240(5),131.133,,,,"Chicago, IL",,,Central,60.594(1),58.411,57.893,(4.475),1203,52,AS,97,Andy Seipos,2016 Chevy Corvette Z5,Bridgestone,131.133,0.819,107.398,0.146,15.915,8518,2016,Chevy Corvette Z5,Andy,Seipos,Chicago,IL,1213
,53,42,Chris Sarvies,2002 Chevrolet Corvette Z0,Bridgestone,St. Louis,71.401,69.600,68.911,132.694,,,[142],"St. Louis, MO",,,Midwest,66.219,65.087,63.783,(1.561),1221,53,AS,42,Chris Sarvies,2002 Chevy Corvette Z06,Bridgestone,132.694,0.819,108.676,0.030,17.193,8418,2002,Chevy Corvette Z06,Chris,Sarvies,St. Louis,MO,1236
,54,17,Nicholas Yanchik,2003 Chevrolet Corvette Z0,Bridgestone,Washingt,70.233,72.505(1),70.439,133.106,,,[117],"Severn, MD",Second Gear Racing,,Northeast,DNF,64.377,62.873,(0.412),1226,54,AS,17,Nicholas Yanchik,2003 Chevy Corvette Z06,Bridgestone,133.106,0.819,109.014,0.102,17.530,8392,2003,Chevy Corvette Z06,Nicholas,Yanchik,Severn,MD,1240
,55,26,Deborah Inskeep,2007 Chevrolet Corvette Z0,BFGoodrich,Atlanta,71.109,83.215(1),80.916(1),136.343,,,[126],"Marietta, GA",,,Southeast,66.576,65.234,75.215(7),(3.237),1250,55,AS,26,Deborah Inskeep,2007 Chevy Corvette Z06,BFGoodrich,136.343,0.819,111.665,0.266,20.182,8193,2007,Chevy Corvette Z06,Deborah,Inskeep,Marietta,GA,1265
T,1,94,Kandy Johnson,2006 Chevrolet Corvette,BFGoodrich,Blue Ridg,63.651,62.601,62.085,119.365,,,,"Glen Allen, VA",EvoSchool,,Southeast,59.597,58.422,57.280,,454,1,ASL,94,Kandy Johnson,2006 Chevy Corvette,BFGoodrich,119.365,0.819,97.760,0.025,6.277,9358,2006,Chevy Corvette,Kandy,Johnson,Glen Allen,VA,609
T,2,99,Lana Tsurikova,2007 Chevrolet Corvette Z0,BFGoodrich,New Eng,64.327,62.626,63.152,120.321,,,,"Framingham, MA",LangMotorsport / Stranoparts,,Northeast,61.000(1),DNF,57.695,(0.956),587,2,ASL,99,Lana Tsurikova,2007 Chevy Corvette Z06,BFGoodrich,120.321,0.819,98.543,0.000,7.060,9284,2007,Chevy Corvette Z06,Lana,Tsurikova,Framingham,MA,695
,3,29,Jess Withell,2004 Chevrolet Corvette,BFGoodrich,Northwest,78.625(1),65.178,64.487,124.236,,,,"Chestermere, AB",Carline - Mackays Contracting,,Rocky Moun,63.401(1),60.206,59.749,(3.915),960,3,ASL,29,Jess Withell,2004 Chevy Corvette,BFGoodrich,124.236,0.819,101.749,0.022,10.266,8991,2004,Chevy Corvette,Jess,Withell,Chestermere,AB,989
,4,91,Carla Russo,2002 Chevrolet Corvette Z0,Bridgestone,St. Louis,66.805(1),65.186,DNF,124.316,,,,"Hazelwood, MO",,,Midwest,59.557,59.130,59.475,(0.080),965,4,ASL,91,Carla Russo,2002 Chevy Corvette Z06,Bridgestone,124.316,0.819,101.815,0.002,10.331,8985,2002,Chevy Corvette Z06,Carla,Russo,Hazelwood,MO,996
,5,81,Melanie Pora,2003 Chevrolet Corvette Z0,Bridgestone,Colorado,67.636,81.626(1),66.405,127.515,,,,"Mead, CO",,,Rocky Moun,66.766,63.552,61.110,(3.199),1118,5,ASL,81,Melanie Pora,2003 Chevy Corvette Z06,Bridgestone,127.515,0.819,104.435,0.023,12.951,8760,2003,Chevy Corvette Z06,Melanie,Pora,Mead,CO,1132
,6,74,Stacy Ritchey,2004 Chevrolet Corvette Z0,BFGoodrich,Central C,DNF,67.338,67.615,128.387,,,,"Enoree, SC",RPMG,,Southeast,DNF,62.062,61.049,(0.872),1138,6,ASL,74,Stacy Ritchey,2004 Chevy Corvette Z06,BFGoodrich,128.387,0.819,105.149,0.003,13.666,8700,2004,Chevy Corvette Z06,Stacy,Ritchey,Enoree,SC,1160
T,1,142,Ryan Clark,2006 Porsche Cayman S,Bridgestone,Northwest,56.142,56.437,56.165,117.293,,,[42],"Calgary, AB",,,NorPac,61.479,61.151,62.361(1),,107,1,BS,142,Ryan Clark,2006 Porsche Cayman S,Bridgestone,117.293,0.813,95.359,0.000,3.876,9594,2006,Porsche Cayman S,Ryan,Clark,Calgary,AB,438
T,2,80,Jeremy Foley,2011 BMW 1M,Bridgestone,Texas,58.908(1),56.406,56.793,117.434,,,[180],"Carrollton, TX",,,Southwest,61.871,61.028,61.848,(0.141),116,2,BS,80,Jeremy Foley,2011 BMW 1M,Bridgestone,117.434,0.813,95.474,0.010,3.990,9582,2011,BMW 1M,Jeremy,Foley,Carrollton,TX,447
T,3,71,Brian Johns,2000 Chevrolet Corvette,Bridgestone,Tennessee,56.169,65.633(4),58.738(1),118.455,,,,"Milton, TN",Horsepower Homes,,Southeast,62.386,62.286,64.020(1),(1.021),215,3,BS,71,Brian Johns,2000 Chevy Corvette,Bridgestone,118.455,0.813,96.304,0.019,4.821,9499,2000,Chevy Corvette,Brian,Johns,Milton,TN,522
T,4,95,Justin Barbry,2002 Chevrolet Corvette,Bridgestone,North Car,57.857,56.950,57.145,118.705,,,,"Thomasville, NC",,,Southeast,62.297,61.755,62.167,(0.250),244,4,BS,95,Justin Barbry,2002 Chevy Corvette,Bridgestone,118.705,0.813,96.507,0.002,5.024,9479,2002,Chevy Corvette,Justin,Barbry,Thomasville,NC,551
T,5,176,Eric Campbell,2001 BMW 330CI,Hoosier,Ohio Val,59.514(1),56.658,56.935,118.712,,,[76],"Canal Winchester, OH",Campbell Restoration,,Great Lakes,63.721(1),DNF,62.054,(0.007),246,5,BS,176,Eric Campbell,2001 BMW 330CI,Hoosier,118.712,0.813,96.513,0.000,5.029,9479,2001,BMW 330CI,Eric,Campbell,Canal Winchester,OH,553
T,6,76,Alex Shchipkov,2017 BMW M2,Bridgestone,Mohawk-,60.343(1),57.096,56.986,118.806,,,[176],"Clifton Park, NY",518IT.io / Campbell-Restoration.co,,Northeast,62.626,61.820,61.830,(0.094),259,6,BS,76,Alex Shchipkov,2017 BMW M2,Bridgestone,118.806,0.813,96.589,0.003,5.106,9471,2017,BMW M2,Alex,Shchipkov,Clifton Park,NY,561
T,7,169,Dan Bullis,1999 Chevrolet Corvette,BFGoodrich,Oregon,59.427(1),61.152(2),57.229,119.438,,,[69],"Vancouver, WA",Sins Performance Thanks Dan,,NorPac,62.824,66.224(2),62.209,(0.632),343,7,BS,169,Dan Bullis,1999 Chevy Corvette,BFGoodrich,119.438,0.813,97.103,0.004,5.620,9421,1999,Chevy Corvette,Dan,Bullis,Vancouver,WA,612
T,8,89,Jerry Centanni,1999 Chevrolet Corvette,BFGoodrich,Lone Star,58.268,57.926,56.935,119.469,,,[189],"Austin, TX",Road Trip Racing Team,,Southwest,64.221,65.139(1),62.534,(0.031),350,8,BS,89,Jerry Centanni,1999 Chevy Corvette,BFGoodrich,119.469,0.813,97.128,0.007,5.645,9419,1999,Chevy Corvette,Jerry,Centanni,Austin,TX,615
T,9,52,Danny Kao,2017 Ford Focus RS,BFGoodrich,Washingt,57.594,59.969(1),60.134(1),119.681,,,,"Gaithersburg, MD",,,Northeast,62.862,62.582,62.087,(0.212),377,9,BS,52,Danny Kao,2017 Ford Focus RS,BFGoodrich,119.681,0.813,97.301,0.002,5.817,9402,2017,Ford Focus RS,Danny,Kao,Gaithersburg,MD,629
T,10,85,Tom DeYoung,1999 Chevrolet Corvette FR,Bridgestone,St. Louis,59.867(1),59.681(1),57.368,119.681,,,,"Saint Louis, MO",,,Midwest,66.174(2),63.872(1),62.313,,377,10,BS,85,Tom DeYoung,1999 Chevy Corvette FRC,Bridgestone,119.681,0.813,97.301,0.000,5.817,9402,1999,Chevy Corvette FRC,Tom,DeYoung,Saint Louis,MO,630
T,11,69,Brian Coulson,2016 Mazda MX-5,BFGoodrich,Eastern I,57.776,57.440,58.514,119.780,,,[169],"Idaho Falls, ID",SNAIL Spec Racing,,Rocky Moun,64.098,62.835,62.340,(0.099),389,11,BS,69,Brian Coulson,2016 Mazda MX-5,BFGoodrich,119.780,0.813,97.381,0.011,5.898,9394,2016,Mazda MX-5,Brian,Coulson,Idaho Falls,ID,637
T,12,99,Jacob Dawson,2016 Ford Focus RS,BFGoodrich,San Franc,58.163,DNF,57.780,119.864,,,[199],"Sunnyvale, CA",Thanks Donour! Black Watch Rac,,NorPac,63.246,62.154,62.084,(0.084),403,12,BS,99,Jacob Dawson,2016 Ford Focus RS,BFGoodrich,119.864,0.813,97.449,0.006,5.966,9388,2016,Ford Focus RS,Jacob,Dawson,Sunnyvale,CA,646
T,13,198,Joey Green,2001 Chevrolet corvette,Bridgestone,Nebraska,58.439,57.994,57.197,120.137,,,[98],"Kearney, NE",Gang Green Racing,,Central,DNF,65.979(1),62.940,(0.273),437,13,BS,198,Joey Green,2001 Chevy Corvette,Bridgestone,120.137,0.813,97.671,0.008,6.188,9366,2001,Chevy Corvette,Joey,Green,Kearney,NE,673
T,14,186,Yury Kholondyrev,2017 BMW M2,Bridgestone,New York,58.063,58.085,57.337,120.202,,,[86],"Bronxville, NY",,,Northeast,62.865,62.981,63.043,(0.065),449,14,BS,186,Yury Kholondyrev,2017 BMW M2,Bridgestone,120.202,0.813,97.724,0.000,6.241,9361,2017,BMW M2,Yury,Kholondyrev,Bronxville,NY,677
T,15,26,Chung Ying,2017 BMW M2,Bridgestone,,58.748,60.713(1),57.856,120.204,,,,",",,,,65.220(1),62.348,DNF,(0.002),450,15,BS,26,Chung Ying,2017 BMW M2,Bridgestone,120.204,0.813,97.726,0.002,6.242,9361,2017,BMW M2,Chung,Ying,,,678
,16,66,Greg Paine,2016 Ford Focus RS,BFGoodrich,Colorado,59.375,58.284,57.533,120.353,,,,"Brighton, CO",,,Rocky Moun,64.463,66.818(2),62.820,(0.149),466,16,BS,66,Greg Paine,2016 Ford Focus RS,BFGoodrich,120.353,0.813,97.847,0.013,6.364,9350,2016,Ford Focus RS,Greg,Paine,Brighton,CO,699
,17,137,Ben Pullen,2008 Honda S2000,Bridgestone,Central K,58.684,57.243,58.207,120.408,,,[37],"Redmond, WA",Gunshowracing.com,,Great Lakes,68.293(3),63.256,63.165,(0.055),475,17,BS,137,Ben Pullen,2008 Honda S2000,Bridgestone,120.408,0.813,97.892,0.003,6.408,9345,2008,Honda S2000,Ben,Pullen,Redmond,WA,706
,18,83,Paul Kolatorowicz,2007 Pontiac Solstice,BFGoodrich,Chicago,58.504,57.944,57.637,120.483,,,,"Cary, IL",BOR!!!!!! Racing / Hawgee.com,,Central,63.210,62.846,63.058,(0.075),485,18,BS,83,Paul Kolatorowicz,2007 Pontiac Solstice,BFGoodrich,120.483,0.813,97.953,0.004,6.469,9340,2007,Pontiac Solstice,Paul,Kolatorowicz,Cary,IL,714
,19,49,Steven Umholtz,2016 Ford Focus RS,Bridgestone,Nebraska,58.227,59.379,57.799,120.497,,,,"Lincoln, NE",,,Midwest,63.019,62.698,62.998,(0.014),488,19,BS,49,Steven Umholtz,2016 Ford Focus RS,Bridgestone,120.497,0.813,97.964,0.002,6.481,9338,2016,Ford Focus RS,Steven,Umholtz,Lincoln,NE,715
,20,199,Donour Sizemore,2016 N/A Blur,BFGoodrich,Rio Grand,57.677,57.568,57.892,120.592,,,[99],"New York City, NY",99 problems,,Rocky Moun,63.024,64.358(1),DNF,(0.095),500,20,BS,199,Donour Sizemore,2016 N/A Blur,BFGoodrich,120.592,0.813,98.041,0.001,6.558,9331,2016,N/A Blur,Donour,Sizemore,New York City,NY,718
,21,37,Brad Herley,2008 Honda S2000,Bridgestone,Northwest,59.414,57.327,57.873,120.657,,,[137],"Renton, WA",Thanks Ben!,,NorPac,DNF,63.330,63.571,(0.065),505,21,BS,37,Brad Herley,2008 Honda S2000,Bridgestone,120.657,0.813,98.094,0.004,6.611,9326,2008,Honda S2000,Brad,Herley,Renton,WA,726
,22,13,Steffen Clark,2014 Subaru WRX STI,Bridgestone,Blue Ridg,58.209,60.198(1),DNF,120.687,,,,"Roanoke, VA",Team Oreilly/ Turbo Lab America,,Southeast,63.978,63.734,62.478,(0.030),512,22,BS,13,Steffen Clark,2014 Subaru WRX STI,Bridgestone,120.687,0.813,98.119,0.001,6.635,9324,2014,Subaru WRX STI,Steffen,Clark,Roanoke,VA,730
,23,35,Rachel Baker,2008 Porsche Cayman S,BFGoodrich,New Eng,58.517,58.721,58.088,120.932,,,,"Shirley, MA",Pixie Posse Racing - We are the da,,Northeast,64.459,63.283,62.844,(0.245),548,23,BS,35,Rachel Baker,2008 Porsche Cayman S,BFGoodrich,120.932,0.813,98.318,0.002,6.834,9305,2008,Porsche Cayman S,Rachel,Baker,Shirley,MA,746
,24,90,Jason Kuks,2006 Honda S2000,Bridgestone,Milwauke,58.371,58.502,58.284,121.160,,,,"Milwaukee, WI",Lake Country Alignment - Oconom,,Central,64.024,62.876,DNF,(0.228),581,24,BS,90,Jason Kuks,2006 Honda S2000,Bridgestone,121.160,0.813,98.503,0.003,7.020,9287,2006,Honda S2000,Jason,Kuks,Milwaukee,WI,760
,25,42,Wayne Dyck,2006 Porsche Cayman S,Bridgestone,Northwest,58.154,57.732,57.990,121.252,,,[142],"Calgary, AB",,,NorPac,65.674,63.520,63.883,(0.092),594,25,BS,42,Wayne Dyck,2006 Porsche Cayman S,Bridgestone,121.252,0.813,98.578,0.001,7.095,9280,2006,Porsche Cayman S,Wayne,Dyck,Calgary,AB,771
,26,180,Kerry Emmert,2011 BMW 1M,Bridgestone,Arkansas,58.310,58.174,58.234,121.252,,,[80],"Sherwood, AR",THATS RIGHT RACING,,Midwest,DNF,63.078,DNF,,594,26,BS,180,Kerry Emmert,2011 BMW 1M,Bridgestone,121.252,0.813,98.578,0.000,7.095,9280,2011,BMW 1M,Kerry,Emmert,Sherwood,AR,772
,27,1,Jim Perrin,2002 Chevrolet Corvette,BFGoodrich,Western N,60.280,58.877,59.031,121.379,,,,"Farmington, NY",I like tacos.,,Northeast,62.502,63.003,63.345,(0.127),614,27,BS,1,Jim Perrin,2002 Chevy Corvette,BFGoodrich,121.379,0.813,98.681,0.013,7.198,9271,2002,Chevy Corvette,Jim,Perrin,Farmington,NY,784
,28,86,William Petrow,2017 BMW M2,Bridgestone,Northern N,58.711,57.619,61.631(2),121.489,,,[186],"Union City, NJ",,,Northeast,DNF,63.870,65.417(1),(0.110),631,28,BS,86,William Petrow,2017 BMW M2,Bridgestone,121.489,0.813,98.771,0.001,7.287,9262,2017,BMW M2,William,Petrow,Union City,NJ,791
,29,67,Mat Peck,2000 Chevrolet Corvette,Bridgestone,Lone Star,57.852,61.281(2),58.728,121.616,,,[167],"Austin, TX",HRT | RTRT,,Southwest,65.395,63.933,63.764,(0.127),647,29,BS,67,Mat Peck,2000 Chevy Corvette,Bridgestone,121.616,0.813,98.874,0.018,7.390,9253,2000,Chevy Corvette,Mat,Peck,Austin,TX,800
,30,31,Richard Grunenwald,2001 Chevrolet Corvette,Bridgestone,Ohio Val,60.959,59.915,58.660,121.748,,,,"Hilliard, OH",Advisory and Consulting Services L,,Great Lakes,69.219(2),64.237,63.088,(0.132),660,30,BS,31,Richard Grunenwald,2001 Chevy Corvette,Bridgestone,121.748,0.813,98.981,0.029,7.498,9243,2001,Chevy Corvette,Richard,Grunenwald,Hilliard,OH,819
,31,62,Keith Papulski,2013 Audi TTS Roadster,Nexen,Colorado,60.750(1),58.040,58.551,121.803,,,,"Morrison, CO",Thanks Darren!,,Rocky Moun,DNF,64.316,63.763,(0.055),669,31,BS,62,Keith Papulski,2013 Audi TTS Roadster,Nexen,121.803,0.813,99.026,0.001,7.542,9238,2013,Audi TTS Roadster,Keith,Papulski,Morrison,CO,824
,32,22,Alan Hamson,2006 Honda S2000,Bridgestone,Indianapo,60.680,63.291(2),58.739,122.150,,,,"Greenwood, IN",RealtorRacer.com,,Great Lakes,DNF,63.411,63.536,(0.347),710,32,BS,22,Alan Hamson,2006 Honda S2000,Bridgestone,122.150,0.813,99.308,0.008,7.825,9212,2006,Honda S2000,Alan,Hamson,Greenwood,IN,850
,33,97,Kent Willer,2000 Honda S2000,Falken,Ozark Mo,60.482,59.347,58.748,122.242,,,,"Washburn, MO",,,Midwest,65.196(1),63.494,65.134,(0.092),723,33,BS,97,Kent Willer,2000 Honda S2000,Falken,122.242,0.813,99.383,0.006,7.899,9205,2000,Honda S2000,Kent,Willer,Washburn,MO,857
,34,167,Robert Browning,2000 Chevrolet Corvette,Bridgestone,Lone Star,61.360,58.821,59.339,124.002,,,[67],"Pflugerville, TX",RTRT,,Southwest,70.896(2),65.181,65.252,(1.760),861,34,BS,167,Robert Browning,2000 Chevy Corvette,Bridgestone,124.002,0.813,100.814,0.005,9.330,9075,2000,Chevy Corvette,Robert,Browning,Pflugerville,TX,977
,35,91,Joseph Capriotti,2001 Chevrolet Corvette,BFGoodrich,Washingt,61.060,DNF,60.317,124.389,,,[191],"Ellicott City, MD",Second Gear Racing,,Northeast,66.203,64.206,64.072,(0.387),907,35,BS,91,Joseph Capriotti,2001 Chevy Corvette,BFGoodrich,124.389,0.813,101.128,0.001,9.645,9046,2001,Chevy Corvette,Joseph,Capriotti,Ellicott City,MD,999
,36,191,Andrew Graul,2001 Chevrolet Corvette,BFGoodrich,Washingt,61.595(2),62.220(1),64.501(3),125.013,,,[91],"Burtonsville, MD",Second Gear Racing,,Northeast,63.713,63.418,71.386(4),(0.624),950,36,BS,191,Andrew Graul,2001 Chevy Corvette,BFGoodrich,125.013,0.813,101.636,0.007,10.152,9001,2001,Chevy Corvette,Andrew,Graul,Burtonsville,MD,1033
,37,178,Andrew Harrison,2005 Honda S2000,Bridgestone,Northwest,60.032,59.771,61.102(1),125.921,,,[78],"Sidney, OH",,,Midwest,DNF,67.051(1),66.150,(0.908),1007,37,BS,178,Andrew Harrison,2005 Honda S2000,Bridgestone,125.921,0.813,102.374,0.005,10.890,8936,2005,Honda S2000,Andrew,Harrison,Sidney,OH,1076
,38,45,Jeff Robinson,2008 Audi TT,Bridgestone,Ohio Val,DNF,60.707,59.924,126.341,,,,"Hilliard, OH",,,Great Lakes,67.290,66.417,DNF,(0.420),1033,38,BS,45,Jeff Robinson,2008 Audi TT,Bridgestone,126.341,0.813,102.715,0.010,11.232,8907,2008,Audi TT,Jeff,Robinson,Hilliard,OH,1090
,39,5,David Johnson,2016 Ford focus rs,Bridgestone,Land O L,DNF,64.550(2),61.305,126.638,,,,"Madison, SD",,,SoPac,DNF,DNF,65.333,(0.297),1052,39,BS,5,David Johnson,2016 Ford Focus RS,Bridgestone,126.638,0.813,102.957,0.043,11.473,8886,2016,Ford Focus RS,David,Johnson,Madison,SD,1103
,40,92,John LaRandeau,2008 Audi TT Quattro,Bridgestone,Nebraska,60.906,60.816,60.688,126.768,,,,"Omaha, NE",T.O. Haas Tire & Auto,,Midwest,67.513,67.147,66.080,(0.130),1057,40,BS,92,John LaRandeau,2008 Audi TT Quattro,Bridgestone,126.768,0.813,103.062,0.034,11.579,8877,2008,Audi TT Quattro,John,LaRandeau,Omaha,NE,1110
,41,187,Andrew Hille,20 Honda S2000,Bridgestone,Northwest,61.297,60.516,60.506,127.464,,,[87],"Troy, OH",HART,,Northeast,DNF,DNF,66.958,(0.696),1087,41,BS,187,Andrew Hille,2002 Honda S2000,Bridgestone,127.464,0.813,103.628,0.003,12.145,8828,2002,Honda S2000,Andrew,Hille,Troy,OH,1128
,42,70,Jason Stockton,1989 Chevrolet Corvette,Bridgestone,Wichita,62.979,61.550,62.597,127.657,,,,"Wichita, KS",,,Midwest,69.005,66.107,66.569,(0.193),1094,42,BS,70,Jason Stockton,1989 Chevy Corvette,Bridgestone,127.657,0.813,103.785,0.020,12.302,8815,1989,Chevy Corvette,Jason,Stockton,Wichita,KS,1136
,43,9,Brent Stoner,2017 Checy Camero1LE,None,,,63.005,60.173,127.679,,,,",",,,,,68.429,67.968,(0.022),1096,43,BS,9,Brent Stoner,2017 Checy Camero1LE,N/A,127.679,0.813,103.803,0.001,12.320,8813,2017,Checy Camero1LE,Brent,Stoner,,,1137
,44,32,Steve Lower,2000 Chevrolet Corvette,None,Central P,69.603,63.348(1),61.561,127.704,,,,"State College, PA",Wind Catchers Embroidery,,Northeast,67.320,68.691(1),66.143,(0.025),1098,44,BS,32,Steve Lower,2000 Chevy Corvette,N/A,127.704,0.813,103.823,0.009,12.340,8811,2000,Chevy Corvette,Steve,Lower,State College,PA,1138
,45,96,Barry Beaman,2005 Honda S2000,Bridgestone,Southern I,61.857(2),62.119,69.768,128.915,,,[196],"Evansville, IN",,,Great Lakes,71.453(1),67.058,DNF,(1.211),1126,45,BS,96,Barry Beaman,2005 Honda S2000,Bridgestone,128.915,0.813,104.808,0.030,13.325,8729,2005,Honda S2000,Barry,Beaman,Evansville,IN,1171
,46,77,Randy Puls,1995 Chevrolet Corvette,Dunlop,Salina,64.281,62.465,61.533,129.059,M,,,"Hutchinson, KS",,,Midwest,69.939,68.270,67.526,(0.144),1130,46,BS,77,Randy Puls,1995 Chevy Corvette,Dunlop,129.059,0.813,104.925,0.010,13.442,8719,1995,Chevy Corvette,Randy,Puls,Hutchinson,KS,1173
